2.0, 140.0, 0.28
2.3, 10.0, 0.28
117.357, 97.346, 0.2
118.232, 96.603, 0.2
119.113, 95.994, 0.2
120.9, 95.104, 0.2
121.829, 94.794, 0.2
123.055, 94.514, 0.2
125.119, 94.349, 0.2
127.157, 94.552, 0.2
129.109, 95.108, 0.2
130.902, 96.004, 0.2
131.907, 96.712, 0.2
132.742, 97.44, 0.2
134.082, 98.983, 0.2
134.483, 99.618, 0.2
134.895, 100.491, 0.2
135.442, 102.27, 0.2
135.619, 103.497, 0.2
135.659, 104.491, 0.2
135.59, 105.701, 0.2
135.433, 106.682, 0.2
135.133, 107.801, 0.2
134.313, 109.655, 0.2
133.327, 111.245, 0.2
132.363, 112.285, 0.2
130.924, 113.167, 0.2
129.071, 113.861, 0.2
126.933, 114.294, 0.2
124.644, 114.412, 0.2
122.599, 114.227, 0.2
120.588, 113.759, 0.2
118.895, 113.076, 0.2
117.637, 112.285, 0.2
116.745, 111.354, 0.2
115.841, 110.035, 0.2
115.43, 109.265, 0.2
114.867, 107.802, 0.2
114.566, 106.682, 0.2
114.411, 105.701, 0.2
114.343, 104.243, 0.2
114.558, 102.271, 0.2
115.101, 100.502, 0.2
115.506, 99.639, 0.2
115.926, 98.971, 0.2
116.602, 98.128, 0.2
116.917, 98.336, 0.2
117.612, 97.624, 0.2
118.458, 96.906, 0.2
119.317, 96.311, 0.2
121.042, 95.454, 0.2
121.928, 95.158, 0.2
123.112, 94.886, 0.2
125.107, 94.726, 0.2
127.079, 94.921, 0.2
128.966, 95.457, 0.2
130.696, 96.32, 0.2
131.668, 97.004, 0.2
132.477, 97.709, 0.2
133.772, 99.197, 0.2
134.549, 100.642, 0.2
135.071, 102.337, 0.2
135.244, 103.537, 0.2
135.282, 104.481, 0.2
135.214, 105.667, 0.2
135.066, 106.598, 0.2
134.466, 108.493, 0.2
133.986, 109.467, 0.2
133.009, 111.043, 0.2
132.137, 111.983, 0.2
130.755, 112.83, 0.2
128.972, 113.497, 0.2
126.888, 113.92, 0.2
124.649, 114.035, 0.2
122.662, 113.855, 0.2
120.697, 113.398, 0.2
119.063, 112.739, 0.2
117.863, 111.983, 0.2
117.056, 111.141, 0.2
116.152, 109.822, 0.2
115.781, 109.125, 0.2
115.227, 107.691, 0.2
114.934, 106.597, 0.2
114.786, 105.667, 0.2
114.719, 104.258, 0.2
114.929, 102.338, 0.2
115.446, 100.653, 0.2
115.841, 99.812, 0.2
116.236, 99.186, 0.2
116.858, 98.41, 0.2
117.866, 97.902, 0.2
118.683, 97.208, 0.2
119.521, 96.628, 0.2
121.184, 95.803, 0.2
123.17, 95.259, 0.2
125.096, 95.103, 0.2
127.002, 95.29, 0.2
128.823, 95.806, 0.2
130.491, 96.636, 0.2
131.429, 97.296, 0.2
132.213, 97.978, 0.2
133.461, 99.41, 0.2
134.204, 100.794, 0.2
134.7, 102.405, 0.2
134.869, 103.578, 0.2
134.905, 104.472, 0.2
134.741, 106.295, 0.2
134.538, 107.171, 0.2
134.196, 108.162, 0.2
133.659, 109.279, 0.2
132.691, 110.84, 0.2
131.911, 111.681, 0.2
130.466, 112.55, 0.2
128.626, 113.2, 0.2
126.602, 113.574, 0.2
124.654, 113.658, 0.2
122.804, 113.496, 0.2
121.046, 113.11, 0.2
119.425, 112.498, 0.2
118.089, 111.681, 0.2
117.367, 110.928, 0.2
116.463, 109.609, 0.2
116.131, 108.986, 0.2
115.588, 107.579, 0.2
115.301, 106.513, 0.2
